,Zone,Recipy_Name,Main_Ingredients,Ingredients,Recipy_Link
130,east,Atukula Laddu ~ Beaten Rice Recipe,"['beaten rice', ' sugar']","['Atukulu - 1 cup (Poha/Aval/Beaten Rice flakes)\r', 'Yellow split moong dal - 1/2 cup (pesara pappu)\r', 'Vermicelli - 1/3 cup (semiya) - optional\r', 'Sugar - 1 1/4 cups, ground to a fine powder\r', 'Ghee - 1/4 cup + 2 tbsps, slightly warm\r', 'Cashew nuts - 5-6, finely chopped\r', 'Cardamom powder - 1/2 tsp']",http://www.sailusfood.com/2013/08/27/atukula-laddu-recipe-beaten-rice-sweet/
131,east,Sweet Poha Recipe ~ Teepi Atukulu,"['beaten rice', ' jaggery']","['Beaten Rice - 1 cup (poha/atukulu/aval)\r', 'Jaggery - 1/2 cup\r', 'Cardamom powder - 1/4 tsp\r', 'Dry coconut powder - 2 heaped tbsps\r', 'Cashew nuts - 7-8, broken into pieces\r', 'Almonds - 6-7, sliced fine\r', 'Ghee - 1/2 tbsp']",http://www.sailusfood.com/2013/08/28/sweet-poha-recipe-simple-sweet-dishes/
132,east,Pachi Kothimira Pachadi - Raw Coriander Chutney,['coriander leaves'],[],http://www.sailusfood.com/2008/08/27/pachi-kothimira-pachadi-raw-coriander-chutney/
133,east,Rajma Sundal,['rajma'],"['Rajma - 1 cup, boiled till soft in salted water and drained (black beans)\r', 'Green chili-ginger paste - 1 tsp (optional but recommended)\r', 'Coconut - 2 tbsps, freshly grated\r', 'Lemon juice - 1 tsp (optional)\r', 'Fresh coriander leaves - garnish\r', 'For tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Urad dal - 1 tsp (split gram dal/minappa pappu)\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - pinch (hing/inguva)\r', 'Red chili - 1, tear and de-seed']",http://www.sailusfood.com/2014/09/16/rajma-sundal-navarathri-recipes/
134,east,Lemon Rice Recipe - Nimmakaya Annam,"['rice', ' lemon']",[],http://www.sailusfood.com/2005/11/11/lemon-rice-recipe-nimmakaya-annam/
135,east,Peanut Flavored Vegetable Fried Rice & Stir Fried Vegetables In Peanut-Chilli Sauce,"['peanuts', ' carrots', ' beans']",[],http://www.sailusfood.com/2006/03/27/peanut-flavored-vegetable-fried-rice-stir-fried-vegetables-in-peanut-chilli-sauce/
136,east,Idli with Sambar & Coconut Chutney,"['rice', ' idli rava', ' tur dal', ' vegetables', ' coconut']",[],http://www.sailusfood.com/2005/11/21/idli-sambar-coconut-chutney/
137,east,Idli recipe - the perfect idli batter recipe for soft and fluffy idlis,"['urad dal', ' idli rava']","['Urad dal - 1 cup\r', 'Idli Rava - 2 cups (cream of rice) \r', 'Cooked rice - 1/2 cup (optional)\r', 'Salt to taste (approx a tsp)\r', 'Cooking soda - very small pinch']",http://www.sailusfood.com/2015/02/13/idli-recipe-idli-batter-recipe/
138,east,Mango sago recipe,"['mango', ' sago']","['Mango puree - 1 1/2 cups\r', 'Ripe mango - 1/2 cup, peeled, cubed and chilled\r', 'Tapioca pearls or sago - 1/2 cup, soaked for 15-20 mts in enough water\r', 'Reduced milk - 3/4 cup (boil 1/2 lt milk till it reduces to 3/4 cup) OR evaporated milk\r', 'Full fat milk - 1/2 cup (add more if the pudding is too thick) OR thick coconut milk\r', 'Corn starch - 1 1/2 tsps, mix in 2 tbsps milk\r', 'Sugar - 1/3 cup (adjust)']",http://www.sailusfood.com/2015/07/08/mango-sago-recipe/
139,east,Weekend Garden ~ Starfruit,['star fruit'],[],http://www.sailusfood.com/2009/08/30/weekend-garden-starfruit/
140,east,Keema Matar,"['mincemeat', ' green peas']","['Minced meat (keema) - 1/2 kg, washed and drained\r', 'Onions - 2,  finely chopped\r', 'Tomatoes - 2, finely chopped\r', 'Green peas - 1/2 cup\r', 'Ginger garlic paste - 1/2 tbsp\r', 'Green cardamom - 2\r', 'Black cardamom - 1\r', 'Bay leaf - 1\r', 'Cinnamon stick - 1""\r', 'Cloves - 3\r', 'Green chilies - 3, slit length wise\r', 'Turmeric powder - Â½ tsp\r', 'Cumin powder - 1/4 tsp\r', 'Coriander powder - 1/2 tbsp\r', 'Red chili powder - 1 tsp\r', 'Yogurt - 1/4 cup, mixed to a smooth paste (curd)\r', 'Garam masala pwd (1 elaichi, 2 cloves, 1/2"" cinnamon stick, 2 black pepper corns)\r', 'Salt to taste\r', 'Cooking oil - 2 tbsps\r', 'Ghee - 1 tbsp\r', 'Coriander leaves for garnish']",http://www.sailusfood.com/2013/03/20/keema-matar-non-veg-recipes/
141,east,Tomato Kurma,"['tomato', ' coconut']","['Tomatoes - 3, red and ripe, finely chopped\r', 'Onion - 1 large, finely chopped\r', 'Ginger garlic paste - 1/2 tsp\r', 'Cloves - 2\r', 'Cinnamon stick - 1/2""\r', 'Bay leaf - 1\r', 'Red chili powder - 1/4 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Curry leaves - a sprig\r', 'Cooking oil - 1 tbsp\r', 'Grind to a fine paste:\r', 'Coconut - 1/4 cup, grated\r', 'Green chilies - 3\r', 'Fennel seeds - 1/2 tsp (saunf/sompu)\r', 'Khus Khus - 1/2 tsp (poppy seeds/gasagasalu)']",http://www.sailusfood.com/2012/07/10/tomato-kurma-recipe/
142,east,Kerala Vegetable Stew,"['carrots', ' beans']","['Onion - 1, finely sliced\r', 'Carrot - 1, peeled and cubed\r', 'Potato - 1, large, peeled and cubed\r', 'French beans - 5, cut into 1"" pieces\r', 'Ginger - 1 tsp, grated\r', 'Green chilies - 2-3, slit\r', 'Curry leaves - a sprig\r', 'Cinnamon stick - 1"" stick\r', 'Green cardamom - 2\r', 'Cloves - 2\r', 'Thin coconut milk - 1 1/4 cups\r', 'Thick coconut milk - 3/4 cup\r', 'Cashew nuts - 4, grind to a paste with few tbsps water (optional)\r', 'Black pepercorns - 5-6, crushed\r', 'Salt to taste\r', 'Oil - 1 tbsp (or ghee)']",http://www.sailusfood.com/2013/06/11/vegetable-stew-recipe-kerala/
143,east,Hyderabadi Chicken Dum Biryani,"['rice', 'chicken']",[],http://www.sailusfood.com/2010/02/14/hyderabadi-chicken-dum-biryani/
144,east,Bengali Cuisine - by Sandeepa of Bong Mom Cookbook,['fish'],[],http://www.sailusfood.com/2009/04/15/bengali-cuisine-by-sandeepa-of-bong-mom-cookbook/
145,east,Pulihora - Andhra Tamarind Rice,['tamarind'],"['2 cups raw rice (cook such that each grain is separate, spread to cool)\r', '1/2 tsp turmeric/haldi/pasupu\r', '15-20 fresh curry leaves\r', 'salt to taste\r', 'large lemon sized tamarind (soak in a cup of hot water and extract pulp)\r', '1 tsp jaggery or brown sugar (optional)\r', '1 tbsp channa dal (split bengal gram)\r', '1 tbsp urad dal/minappapu/split black gram\r', '1 tsp teaspoon mustard seeds\r', '1 tsp cumin seeds\r', '3-4 medium dry red chilli\r', '4-5 green chillis slit length wise\r', '1 1/2 tsps finely chopped ginger\r', '1/4 tsp hing/asafoetida/inguva\r', '1 1/2 tbsp roasted sesame seeds pwd\r', '2 fistfuls roasted peanuts\r', '3 tbsps oil']",http://www.sailusfood.com/2008/10/30/pulihora-andhra-tamarind-rice/
146,east,Ghee Rice,"['rice', ' ghee']","['Long grained rice - 2 cups, washed and drained\r', 'Onion - 1, large, finely sliced\r', 'Green chilies - 2, slit length wise\r', 'Cloves - 6\r', 'Cardamom - 2\r', 'Cinnamon stick - 1"" stick (2 pieces)\r', 'Bay leaf - 2\r', 'Garam masala powder - 1/4 tsp\r', 'Cashew nuts - 10-12, break into small pieces\r', 'Raisins - fistful (optional)\r', 'Salt to taste\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Ghee - 4 tbsps']",http://www.sailusfood.com/2012/12/29/ghee-rice-recipe/
147,east,Semiya Pulao,"['semiya', ' mixed vegetables']","['Vermicelli - 2 cups, semiya - roast in 2 tsps ghee on low to medium flame till golden brown\r', 'Onion - 1, large, sliced\r', 'Carrot - 1, medium sized, peeled and cubed\r', 'French beans - 5, nip ends and cut into 1/2"" pieces\r', 'Potato - 1, medium sized, peeled and cubed\r', 'Green peas - fistful (optional)\r', 'Mint leaves - 12-15 leaves\r', 'Coriander leaves for garnish\r', 'Cloves - 2\r', 'Cinnamon stick - 1""\r', 'Green cardamom - 1\r', 'Bay leaf - 1, optional\r', 'Cumin seeds - 1/2 tsp, optional\r', 'Oil - 1 tbsp\r', 'Ghee - 1 tbsp, heaped\r', 'Water - 3 1/2 cups (hot)\r', 'Salt to taste\r', 'Make a paste:\r', 'Fresh coconut - 2 tbsps\r', 'Fennel seeds - 1 tsp\r', 'Ginger - 1/2"" piece\r', 'Green chilies - 2-3 (adjust to suit spice level)\r', 'Coriander leaves - 2 tbsps, finely chopped']",http://www.sailusfood.com/2013/08/03/semiya-recipes-vermicelli-pulao/
148,east,Aloo Dum,"['baby potatoes', ' yogurt']",[],http://www.sailusfood.com/2010/07/14/aloo-dum/
149,east,Paneer recipe,"['milk', ' curd']","['Whole milk - 1 lt OR 2% fat milk\r', 'Curd - 1/2 cup (sour) at room temperature OR fresh lemon juice - 2 tbsps OR vinegar - 1 1/2 tbsp']",http://www.sailusfood.com/2015/02/19/paneer-recipe-how-to-make-paneer/
150,east,How to make Pizza at home,"['flour', ' tomato', ' cheese']","['For Pizza base:\r', 'Plain flour - 2 1/2 cups (maida)\r', 'Instant dry yeast - 2 tsps\r', 'Olive oil - 1 1/2 tbsps\r', 'Honey - 1 tsp (or 1/2 tsp sugar)\r', 'Salt - 3/4 tsp\r', 'Italian seasoning - 1/2 tbsp OR any dried herbs of your choice like oregano, rosemary or basil (optional)\r', 'Water - 1 cup, luke warm\r', 'Cornmeal or Semolina - few tbsps \r', 'For Pizza sauce:\r', 'Onion - 1, medium, finely chopped\r', 'Garlic - 3 cloves, finely minced\r', 'Tomatoes - 2, ripe and large, finely chopped\r', 'Tomato puree - 2 tbsps\r', 'Black pepper powder - 1/4 tsp\r', 'Red pepper flakes - large pinch\r', 'Sugar - 1/2 tsp\r', 'Dried oregano - 1/2 tsp \r', 'Dried basil - 1/4 tsp or fresh basil - few leaves\r', 'Salt to taste\r', 'Toppings:\r', 'Bell peppers - 1, large, finely sliced\r', 'Fresh basil leaves - few (optional)\r', 'Mozarella cheese - 1 cup, grated\r', 'Parmesan cheese - 4 tbsps (optional)']",http://www.sailusfood.com/2014/06/27/how-to-make-pizza-home/
151,east,Mango Phirni,"['mango', ' basmati rice', ' sugar']","['Basmati rice - 1/4 cup, soaked for 20 mts in water, drained and ground to a fine paste adding 1/2 cup milk\r', 'Full cream milk - 4 cups\r', 'Sugar - 1/3 cup \r', 'Almonds - 8-10, soaked in hot water for 30 mts, peel skin and grind to a paste\r', 'Mango puree - 1 cup\r', 'Green cardamom powder - 1/2 tsp\r', 'Pistachios - fistful, finely chopped\r', 'Saffron - 8-9 strands (optional) soak in 2 tbsps of milk']",http://www.sailusfood.com/2015/07/12/mango-phirni-recipe/
152,east,Indian Food Trail ~ Mangalorean Cuisine (Part 2),"['maida', ' bengal gram']","['For the dough\r', 'Plain flour - 1 1/4 cup (maida/all purpose flour) + extra for dusting\r', 'Turmeric powder - 1/2 tsp\r', 'Coconut oil - 1 tbsp (or any edible oil) + extra for greasing the palm\r', 'Milk - 2 tbsp (at room temperature) to knead the dough\r', 'Water - 1/4 cup (approx) or as required to knead the dough\r', 'Salt to taste\r', 'For the filling\r', 'Bengal gram - 1 cup (chana dal)\r', 'Jaggery - 1 cup, grated\r', 'Cardamom - 6-7 pods, finely powdered']",http://www.sailusfood.com/2012/09/01/indian-food-mangalorean-recipes/
153,east,Chilli Parotta,['parotta'],"['Left over parottas - 4 (you can use left over rotis and chapati)\r', 'Onion - 1, large, sliced or quartered\r', 'Green Capsicum - 1, medium, sliced\r', 'Garlic - 3, finely minced\r', 'Ginger - 1/2"", finely minced\r', 'Green chilies - 2, slit length wise\r', 'Red chili powder - 1/2 tsp\r', 'Soy sauce - 1 1/2 tsps\r', 'Tomato sauce - 2 tbsps\r', 'Garam masala powder - 1/4 tsp\r', 'Lemon juice - 1-2 tsps\r', 'Spring onion greens - for garnish, finely chopped\r', 'Fresh coriander - for garnish\r', 'Salt to taste\r', 'Oil - 2-3 tbsps']",http://www.sailusfood.com/2013/12/22/chilli-parotta-recipe-restaurant-style/
154,east,Eggless Blueberry Mousse,"['blueberry preserve', ' fresh cream']","['Blueberry preserve - 3/4 cup OR compote/jam/concentrate OR 1 cup fresh blueberries\r', 'Icing sugar - 3 tbsps\r', 'Fresh cream - 1 1/4 cup (25 % Amul cream that is chilled) OR 1 cup of heavy whipping cream\r', 'Agar agar flakes - 3 tbsps OR 2 1/2 tsps agar agar powder OR 1 tsp gelatin\r', 'Hot water - 2 tbsps']",http://www.sailusfood.com/2014/06/21/blueberry-mousse-recipe-eggless/
155,east,Coriander Roasted Dal Chutney ,"['coriander leaves', ' roasted chana dal']",[],http://www.sailusfood.com/2010/05/19/coriander-roasted-dal-chutney/
156,east,Ragi Dosa,['ragi'],"['Ragi flour - 1 cup\r', 'Semolina - 1 cup\r', 'Maida - 1/2 cup (flour)\r', 'Rice flour - 1/2 cup\r', 'Buttermilk - 1 cup\r', 'Water as required\r', 'Salt to taste\r', 'Green chilies - 2, finely chopped\r', 'Cumin seeds - 1 tsp\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Curry leaves - a sprig, tear into pieces\r', 'Oil as required']",http://www.sailusfood.com/2013/03/18/ragi-dosa-recipe/
157,east,"Rose Milk Recipe, How to make Rose syrup","['organic rose petals', ' sugar', ' milk']","['For rose syrup\r', 'Organic pink rose petals - 2 cups, packed (desi variety)\r', 'Water - 6 cups\r', 'Sugar - 4 cups\r', 'Rose water - 1 tsp\r', 'Beetroot juice - 2 tbsps OR few drops edible red color\r', 'For rose milk\r', 'Chilled milk - 1 cup\r', 'Almond paste - 1 tbsp, optional\r', 'Fresh cream - 2 tbsp, optional']",http://www.sailusfood.com/2014/06/19/rose-milk-recipe-summer-drinks/
158,east,Marble Bundt Cake,"['flour', ' cocoa powder']","['All purpose flour - 2 cups (I used maida)\r', 'Baking powder - 2 tsps\r', 'Salt - 1/2 tsp\r', 'Butter - 3/4 cup, unsalted, room temperature\r', 'Sugar - 1 1/2 cups + 3 tbsp, superfine, divided\r', 'Eggs - 4, large, lightly beaten in a small bowl\r', 'Vanilla extract - 1 tsp\r', 'Cocoa powder - 1/3 cup (dutch processed)\r', 'Hot water - 1/3 cup\r', 'Instant coffee powder - 1 tbsp\r', 'Almond extract - 1/4 tsp']",http://www.sailusfood.com/2013/11/15/marble-bundt-cake-recipe-easy/
159,east,Cabbage Stir Fry,['cabbage'],"['Cabbage - 1/2 head, finely sliced\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp \r', 'Split gram dal - 1 tsp (Minapa pappu/urad dal)\r', 'Dry red chilies - 1, tear and de-seed\r', 'Curry leaves - 1 sprig\r', 'Asafoetida - 1/4 tsp\r', 'Ginger - 1/2 tsp, finely minced\r', 'Turmeric powder - 1/2 tsp\r', 'Green chilies - 2, slit half way through\r', 'Coriander powder - 1/2 tsp (optional)\r', 'Fresh grated coconut - 2 tbsps (optional)\r', 'Cooking oil - 1 tbsp\r', 'Salt to taste']",http://www.sailusfood.com/2012/04/18/cabbage-vepudu-recipe/
160,east,Honey Roasted Mixed Nuts,"['cashew nuts', ' almonds', ' walnuts', ' honey', ' sugar']",[],http://www.sailusfood.com/2010/07/11/honey-roasted-mixed-nuts/
161,east,Simple Mutton Curry ~ Indian Style Lamb Curry ,"['lamb', ' yogurt', ' onions']","['Marinate 1 kg mutton (lamb) in 3/4 cup curd\r', '1 tbsp ginger garlic paste\r', '2 tsps coriander pwd\r', '1/4 tsp garam masala pwd\r', '1/4 tsp turmeric pwd\r', '1 tsp red chilli pwd\r', '1/2 tsp jeera pwd (cumin pwd) and salt for half an hour.']",http://www.sailusfood.com/2005/11/27/simple-mutton-curry-indian-style-lamb-curry/
162,east,Aloo Matar ki Sabzi (no onion no garlic recipe),"['potatoes', ' green peas', ' tomatoes']","['Potatoes - 3, large, peeled and cubed\r', 'Green peas - 3/4 cup\r', 'Tomatoes - 3, large, blanched in hot water for 6 to 7 mts, peeled and ground to a paste\r', 'Ginger green chili paste (crush 3 green chilies and 1"" ginger piece)\r', 'Kasuri methi - 1 tsp\r', 'Cumin seeds - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1 1/2 tsps\r', 'Coriander powder - 2 tsps\r', 'Roasted cumin powder - 1/2 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Salt to taste\r', 'Coriander leaves - 1/3 cup chopped and packed including stalks\r', 'Oil - 2 tbsps']",http://www.sailusfood.com/2014/01/06/aloo-matar-recipe-north-indian/
163,east,Left Over Idlis with Pappula Podi ,"['idli', ' onion', ' roasted chickpeas']",[],http://www.sailusfood.com/2010/08/19/left-over-idlis-with-pappula-podi/
164,east,Eggless Chocolate Brownie Cupcake,"['cocoa', ' maida', ' sugar', ' buttermilk']",[],http://www.sailusfood.com/2010/05/21/eggless-chocolate-brownie-cupcake/
165,east,Tamatar Pulao ~ Tomato Rice,"['Tomato', ' Rice']","['Raw rice:  2 cups\r', 'Shah jeera: 1 tsp  \r', 'Bay leaf: 1\r', 'Cloves: 6\r', 'Cinnamon stick: 1""\r', 'Cardamoms: 2\r', 'Onions: 2 (medium sized, finely sliced)\r', 'Green chili-ginger-garlic paste: 1 1/2 tsps\r', 'Mint: 12-15 leaves (Pudina)\r', 'Kasoori methi: 1/2 tsp (dried fenugreek leaves)\r', 'Red chili powder: 1 tsp\r', 'Cumin Powder: pinch (roasted jeera powder)\r', 'Tomato: 2 (large red tomatoes, finely chopped)\r', 'Tomato: 1 (large red tomato, blanch, peel skin and puree)\r', 'Coriander leaves: 1 1/2 tbsps (finely chopped for garnish)\r', 'Salt: to taste\r', 'Oil: 1 tbsp\r', 'Ghee: 1 tbsp (optional) vegan can omit ghee and substitute with oil\r', '']",http://www.sailusfood.com/2011/12/02/tomato-pulao-tomato-rice-recipe/
166,east,Mango rabri recipe,"['milk', ' mango']","['Full cream milk - 1 litre\r', 'Sugar - 2 tbsps (adjust) \r', 'Mango puree - 1 cup, fresh and thick\r', 'Cardamom powder - 1/2 tsp\r', 'Saffron - 5-6 strands (soaked in 2 tbsps of warm milk)\r', 'Pistachios - 6-7, finely chopped\r', 'Almonds - 4-5, chopped or flakes']",http://www.sailusfood.com/2016/05/02/mango-rabri-recipe-aam-ki-rabri/
167,east,Paneer Jalfrezi,"['paneer', ' capsicum']","['Paneer - 1/4 kgs, cut into long pieces (1 1/2"" length), place in warm water till use\r', 'Onion - 1, medium, finely sliced\r', 'Ginger garlic paste - 1 tsp\r', 'Red Capsicum - 1/2 (optional), julienne\r', 'Green Capsicum - 1, julienne\r', 'Baby corn - 4, cut diagonally into 1"" pieces (optional)\r', 'Carrot - 1, peel and julienne\r', 'Beans - 3, cut diagonally into 1"" pieces (optional)\r', 'Tomato - 1, deseed and slice into long strips\r', 'Tomato puree - 1/4 cup\r', 'Tomato ketchup - 1 tbsp\r', 'Red chili powder - 1 tsp\r', 'Coriander powder - 1 tsp\r', 'Garam Masala powder - pinch\r', 'Kasuri Methi - 1/2 tsp, crushed\r', 'Lemon juice - 1 tbsp\r', 'Salt to taste\r', 'Oil - 1 1/2 tbsps']",http://www.sailusfood.com/2013/04/28/paneer-jalfrezi-recipe/
168,east,Mushroom fried rice,"['mushrooms', ' rice']","['Cooked rice - 3 cups, cold left over cooked rice\r', 'White mushrooms - 2 cups, cleaned, sliced, blanched in hot water for 30 seconds\r', 'Green capsicum - 1, medium size, sliced\r', 'Beans - 5, trim the ends and julienne\r', 'Spring onions - 2, sliced with greens\r', 'Garlic - 3, finely minced\r', 'White vinegar - 1/2 tsp\r', 'Light soy sauce - 3/4 tsp\r', 'White pepper powder - 1 tsp\r', 'Salt to taste\r', 'Sesame oil - 4 tbsps (or any cooking oil)']",http://www.sailusfood.com/2016/02/02/mushroom-fried-rice-indian-chinese-recipe/
169,east,Chicken Salad with Lettuce and Tomato,"['iceberg lettuce', ' chicken', ' tomato', ' cucumber']",[],http://www.sailusfood.com/2011/08/27/chicken-salad-with-lettuce-and-tomato/
170,east,Chocolate Salami,"['biscuits', ' chocolate']","['Marie Biscuits - 200 gms (OR biscotti/shortbread/any biscuit of your choice)\r', 'Butter - 6 tbsps\r', 'Dark Chocolate - 1 1/3 cups, chopped \r', 'Powdered sugar - 1/2 cup\r', 'Toasted nuts of your choice (chopped) OR Rum soaked dried fruits and nuts - 1 cup (I used rum soaked dried fruits and nuts)\r', 'Orange zest - 1 tsp (optional)']",http://www.sailusfood.com/2013/12/12/chocolate-salami-recipe-easy-dessert/
171,east,Hotel Style Coconut Chutney,['coconut'],"['Coconut - 1 cup, freshly grated\r', 'Dalia - fistful, (roasted chickpeas/putnala pappu)\r', 'Green Chilies - 2-3 (preferably light green variety)\r', 'Ginger - 1/2"" inch\r', 'Garlic - 1 clove\r', 'Salt to taste\r', 'Tempering/Poppu/Tadka: ', 'Mustard seeds - 1/2 tsp\r', 'Curry leaves - a sprig\r', 'Oil - 1 tsp']",http://www.sailusfood.com/2012/06/27/hotel-style-coconut-chutney/
172,east,Aam Panna ~ Raw Mango Drink,"['raw mango', ' cumin']","['Raw green mango - 1 large or 2 medium sized\r', 'Roasted cumin powder - 1 1/4 tsps\r', 'Black salt - 1 1/4 tsps\r', 'Sugar syrup or jaggery syrup - as required\r', 'Black pepper corns - 15-20\r', 'Mint leaves -  25-30\r', 'Chilled water - as required']",http://www.sailusfood.com/2013/04/25/aam-panna-recipe-summer-drink/
173,east,Red poha upma ,['red poha'],"['Red rice poha - 2 cups (red rice flakes)\r', 'Onion - 1, medium size, finely chopped\r', 'Green chilies - 2, finely chopped\r', 'Ginger - 1/2"", finely minced\r', 'Peanuts - 2 tbsps, roasted\r', 'Green peas - 1/4 cup, boiled (optional)\r', 'Coconut - 2 tbsp, freshly grated\r', 'Coriander leaves - 2 tbsps, finely chopped\r', 'Oil - 1 1/2 tbsp\r', 'Salt to taste\r', 'Lemon juice - 1 1/2 tbsps (optional)\r', 'Tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Asafetida - 1/4 tsp (hing)\r', 'Curry leaves - a sprig']",http://www.sailusfood.com/2015/03/10/red-poha-upma-recipe-how-to-make-poha/
174,east,Oats Uthappam Recipe,"['oats', ' whole wheat bread']","['Whole wheat bread - 4 large slices (if small slices use 8), remove sides, powder [preferably 3 days old bread]\r', 'Oats - 1 cup, powdered\r', 'Rice flour - 1/3 cup\r', 'Semolina - 1/4 cup\r', 'Cooking soda - 1/4 tsp OR Eno Salt - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Salt to taste\r', 'Yogurt - 1/2 cup (curd) OR 1 cup thick buttermilk\r', 'Water as required\r', 'For Topping:\r', 'Carrot - 1, peeled and grated\r', 'Capsicum - 1, small, finely chopped\r', 'Onion - 1, finely chopped\r', 'Ginger - 1 1/2 tsps, grated or finely chopped\r', 'Green chilies - 2, finely chopped\r', 'Coriander leaves - 3 tbsps, finely chopped']",http://www.sailusfood.com/2012/08/30/oats-uthappam-healthy-breakfast-recipe/
175,east,Munaga Kaaya Tomato Kura - Drumstick Tomato Curry,['drumsticks'],"['2 drumsticks, remove skin, cut into 2"" pieces, roast in a tsp of oil for 3-4 mts\r', '1 large onion, finely chopped\r', '2 tomatoes, finely chopped, heirloom work best!\r', '10-12 fresh curry leaves\r', '3-4 garlic cloves, slightly crushed\r', 'pinch of turmeric pwd\r', '1 tsp red chilli pwd (adjust)\r', 'salt to taste\r', '1/2 tsp grated jaggery (optional)\r', '1 tbsp coriander leaves\r', '1/2 tbsp oil']",http://www.sailusfood.com/2007/09/11/munaga-kaaya-tomato-kura-drumstick-tomato-curry/
176,east,Ullipaya Pulusu ~ Tangy Shallot Stew,"['shallots', ' tamarind']",[],http://www.sailusfood.com/2011/11/27/ullipaya-pulusu-recipe-shallot-stew/
177,east,Chocolate Mud Cake,"['eggs', ' chocolate']","['All purpose flour - 2 cups + 2 tbsps\r', 'Cocoa powder - 1/4 cup + 2 tsps\r', 'Baking soda - 1/2 tsp \r', 'Salt - 1/4 tsp\r', 'Castor sugar - 2 1/2 cups\r', 'Dark Chocolate - 100 gms, grated or cut into small pieces\r', 'Milk chocolate - 100 gms, grated or cut into small pieces\r', 'Butter - 1 cup + 2 tbsps, softened and at room temp\r', 'Instant Coffee powder - 1 tbsp mixed in 3/4 cup of hot water\r', 'Eggs - 4\r', 'Vegetable oil - 2 tbsps \r', 'Vanilla essence - 1 tsp\r', 'Buttermilk - 1/2 cup\r', 'Chocolate Buttercream Frosting:\r', 'Butter - 1/4 cup, softened and room temp\r', 'Cocoa powder - 1/3 cup \r', 'Powdered sugar - 1 1/2 cups \r', 'Milk - 2 1/4 tbsps\r', 'Vanilla essence - 1/2 tsp']",http://www.sailusfood.com/2012/12/05/chocolate-mud-cake-recipe/
178,east,No Bake Chocolate Cheesecake,"['chocolate', ' cream cheese']","['For Base:\r', 'Digestive biscuits - 200 gms (OR Britannia Marie Biscuits)\r', 'Butter - 1/4 cup, melted\r', 'For Cheesecake:\r', 'Cold Water - 3 tbsps\r', 'Gelatin - 3/4 tbsp (I used Knox brand)\r', 'Cream cheese - 3/4 cup, room temperature (I used Philadelphia brand)\r', 'Whipping cream - 1/4 cup\r', 'Powdered Sugar - 1/2 cup\r', 'Vanilla essence - 1/2 tsp\r', 'For Chocolate Ganache:\r', 'Chocolate - 1 1/4 cups, grated (I used Morde Dark Chocolate)\r', 'Heavy cream - 1/2 cup (I used Amul cream 25% fat)']",http://www.sailusfood.com/2013/05/26/no-bake-chocolate-cheesecake-recipe/
179,east,Kothu Parotta with Egg,"['parotta', ' eggs', ' salna']","['Parotta - 4, shredded into pieces or long strips as shown in the image above\r', 'Salna - 1 cup, (gravy of chicken or vegetable salna)\r', 'Eggs - 3, lightly beaten with little salt\r', 'Onions - 1, large, finely chopped\r', 'Tomato - 1, medium, finely choppped\r', 'Green chilies - 1 or 2, slit length wise\r', 'Ginger garlic paste - 1/2 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1/2 - 1 tsp (adjust)\r', 'Garam Masala powder - pinch\r', 'Lemon juice - 1 tsp\r', 'Oil - 2-3 tbsps\r', 'Curry leaves - 1 sprig\r', 'Coriander leaves - 1/4 cup (chopped including stalks) \r', 'Salt to taste']",http://www.sailusfood.com/2013/12/23/kothu-parotta-recipe-salna-muttai/
180,east,What is Bitter gourd - Karela Benefits,['bitter gourd'],[],http://www.sailusfood.com/2005/11/16/benefits-of-bitter-gourd-karela/
181,east,Tomato Peanut Pachadi ,['tomatoes'],[],http://www.sailusfood.com/2009/06/15/tomato-peanut-pachadi/
182,east,Matar Paneer Paratha -  Indian Bread Stuffed with Cottage Cheese &amp; Green Peas,"['paneer', ' green peas']",[],http://www.sailusfood.com/2006/01/09/matar-paneer-paratha-indian-bread-stuffed-with-cottage-cheese-green-peas/
